,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
448,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Assembly Chef's Hall,43.650578865093934,-79.3834119303614,Food Court
449,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
450,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Hilton,43.6499459,-79.385479,Hotel
451,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
452,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Noodle King,43.65170632794881,-79.38304628912547,Asian Restaurant
453,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,JaBistro,43.64968685893743,-79.38809001547467,Sushi Restaurant
454,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Boxcar Social Temperance,43.65055725249405,-79.38195634640063,Bar
455,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Friendly Stranger - Cannabis Culture Shop,43.650386666114635,-79.38852348995324,Smoke Shop
456,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Toronto PATH System,43.64990340698978,-79.3830527039004,General Travel
457,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Momofuku Noodle Bar,43.6493658716176,-79.38621652451032,Noodle House
458,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Old City Hall,43.652008800876125,-79.3817442232328,Monument / Landmark
459,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829,Café
460,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Kojin,43.64939770725357,-79.38609106624851,Colombian Restaurant
461,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Pi Co.,43.648651,-79.385874,Pizza Place
462,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Reds Wine Tavern,43.64957038171473,-79.38212873483711,Gastropub
463,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
464,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Maman,43.64830873804684,-79.38225333898805,Café
465,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,King Taps,43.648475974183,-79.38205778358744,Gastropub
466,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,The Burger's Priest,43.64864328298093,-79.38753876719665,Fast Food Restaurant
467,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Fune Japanese Restaurant,43.64851365544565,-79.38645657820041,Japanese Restaurant
468,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Pumpernickel's Deli,43.64883150054619,-79.38197006345457,Deli / Bodega
469,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Burrito Boyz,43.6484455955513,-79.3879951787513,Burrito Place
470,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Eggspectation Bell Trinity Square,43.65314383888587,-79.38198016678167,Breakfast Spot
471,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Copacabana Grilled Brazilian,43.64833259480477,-79.3881514766071,Brazilian Restaurant
472,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Drake One Fifty,43.649589523564934,-79.38455694587901,Restaurant
473,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Planta Queen,43.650622,-79.388154,Vegetarian / Vegan Restaurant
474,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,The Rex Hotel Jazz & Blues Bar,43.65050475544005,-79.38857723389897,Jazz Club
475,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Kops Records,43.65051219841103,-79.38812570541256,Record Shop
476,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Green Box Fresh Food Bar,43.650437581817954,-79.38861137514365,Sandwich Place
477,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Daily Press Juicery,43.65038785952372,-79.38879174332155,Juice Bar
478,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Pai,43.64792310735613,-79.38857932631602,Thai Restaurant
479,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Michael's on Simcoe,43.64826881661747,-79.38632821234134,Steakhouse
480,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
481,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Kupfert & Kim (First Canadian Place),43.64854659465186,-79.38162406470161,Gluten-free Restaurant
482,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Earls Kitchen & Bar,43.647945662980305,-79.3837058277153,Bar
483,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Civello Salon & Spa,43.6500197743058,-79.38940017059696,Salon / Barbershop
484,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Byblos Toronto,43.647615054171766,-79.3883810317138,Mediterranean Restaurant
485,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Hudson's Bay,43.652039815876805,-79.38039146122816,Department Store
486,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
487,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Canoe,43.647452066183476,-79.38132001815676,Restaurant
488,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,HotBlack Coffee,43.65036434800487,-79.38866907575726,Coffee Shop
489,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Starbucks,43.650751,-79.388047,Coffee Shop
490,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
491,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
492,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,iQ Food Co. (First Canadian Place),43.64835708519922,-79.38219241858727,Salad Place
493,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Royal Alexandra Theatre,43.647255,-79.38753,Theater
494,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Hakata Ikkousha Ramen,43.650299,-79.388753,Ramen Restaurant
495,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,deKEFIR,43.65043319523819,-79.37939324949957,Ice Cream Shop
496,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Thai Island,43.64914597811404,-79.38379835292523,Thai Restaurant
497,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Bannock,43.652101173138405,-79.38117828399939,Restaurant
498,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Roy Thomson Hall,43.6465886970634,-79.38597899374354,Concert Hall
499,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Dineen Coffee,43.650497,-79.378765,Café
500,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Starbucks,43.646731,-79.383951,Coffee Shop
501,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Indigo,43.65351471121164,-79.38069591056922,Bookstore
502,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,LUSH,43.653557,-79.3804,Cosmetics Shop
503,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Starbucks,43.64902831957521,-79.38159290007317,Coffee Shop
504,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Bell Trinity Square,43.65347479872822,-79.38246987630343,Office
505,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
506,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Yuzu No Hana,43.6483011115534,-79.3883359381972,Sushi Restaurant
507,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,GoodLife Fitness Toronto Bell Trinity Centre,43.653436,-79.382314,Gym
508,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Ruby Thai (First Canadian Place),43.64909140219368,-79.38159990145141,Thai Restaurant
509,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Sud Forno,43.65093965733832,-79.37904545824371,Bakery
510,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Bymark,43.647217284018005,-79.38125188166379,Restaurant
511,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Leña,43.651722,-79.379205,Latin American Restaurant
512,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Five Guys,43.648952917114954,-79.38148110862167,Burger Joint
513,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,SEPHORA,43.653688,-79.38012,Cosmetics Shop
514,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,HomeSense,43.6530533,-79.3794496,Furniture / Home Store
515,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Topshop,43.65225092432807,-79.3802210071282,Women's Store
516,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Poke Guys,43.65489527525682,-79.38505238381624,Poke Place
517,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,First Canadian Place,43.64848212292913,-79.38244342803955,Building
518,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,"Coffee, Oysters, Champagne",43.647309,-79.38673,Lounge
519,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Queen St. Warehouse,43.650116540590425,-79.3903160886256,Bar
520,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Papyrus,43.64819540954937,-79.3813921854217,Gift Shop
521,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Indigospirit,43.64834987590252,-79.38034747310336,Bookstore
522,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Victoria's Secret,43.65320588119187,-79.38052200729167,Lingerie Store
523,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Roots,43.65361341708363,-79.38024401664734,Clothing Store
524,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Abercrombie & Fitch,43.65291548392747,-79.38049525090148,Clothing Store
525,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
526,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Apple Eaton Centre,43.6540644,-79.3806966,Electronics Store
527,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Sunset Grill,43.65166162378037,-79.3790751303271,Breakfast Spot
528,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Astarté Fresh Yogurt Bar,43.647595917807365,-79.38641938975012,Café
529,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Freshii,43.649273084327184,-79.38374831204301,Salad Place
530,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Bay Adelaide Centre,43.650878539102386,-79.38000310739676,Office
531,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Momentos,43.64754799198248,-79.38891405541862,Nightclub
532,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Bardi's Steak House,43.64622,-79.383074,Restaurant
533,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Forno Cultura,43.648532894220665,-79.38253494049307,Bakery
534,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,The Greater Good Bar,43.669409,-79.439267,Bar
535,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Parallel,43.66951635632503,-79.43872770646192,Middle Eastern Restaurant
536,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Planet Fitness,43.66758797288865,-79.44257365441428,Gym / Fitness Center
537,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Blood Brothers Brewing,43.66994369492681,-79.43653285503387,Brewery
538,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,FreshCo,43.66791838591585,-79.44075425394298,Grocery Store
539,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Happy Bakery & Pastries,43.66705039063128,-79.44179124412831,Bakery
540,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Rehearsal Factory,43.66887675155326,-79.44360330056674,Music Venue
541,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Nova Era Bakery,43.66988647609785,-79.43758190821525,Bakery
542,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,The Sovereign,43.673115708192206,-79.44026498681781,Café
543,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,TD Canada Trust,43.6679341,-79.4416984,Bank
544,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Food Basics,43.6668856311364,-79.44669127467023,Supermarket
545,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Rexall,43.667504,-79.442086,Pharmacy
546,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Shoppers Drug Mart,43.666745,-79.447446,Pharmacy
547,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Wallace Emerson Park,43.66693250395496,-79.4394486237563,Park
548,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Wallace Emerson Community Centre,43.66729321721379,-79.43947609874155,Pool
549,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Coffee Time,43.66683723870163,-79.4461966261001,Coffee Shop
550,The DanforthEast,43.685347,-79.3381065,The Path,43.68392344354094,-79.33500661843325,Park
551,The DanforthEast,43.685347,-79.3381065,Sammon Convenience,43.68695102703702,-79.33500661843325,Convenience Store
552,The DanforthEast,43.685347,-79.3381065,The Red Rocket,43.68804803553563,-79.33327372317169,Coffee Shop
553,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Harbourfront,43.639525632239106,-79.38068838052389,Neighborhood
554,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Roundhouse Park,43.64174513889102,-79.38427882922346,Park
555,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,iQ Food Co,43.642851,-79.382081,Salad Place
556,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,BeaverTails,43.639736,-79.380068,Dessert Shop
557,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
558,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Evviva Restaurant,43.64157991761808,-79.38345644030795,Deli / Bodega
559,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Lake Ontario,43.63894493157648,-79.37966465950012,Lake
560,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Longo's Maple Leaf Square,43.64251679604069,-79.38139301653129,Supermarket
561,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Harbourfront Centre,43.63855578926675,-79.38319016270458,Performing Arts Venue
562,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Natrel Pond/Rink,43.6384313677662,-79.38252754335107,Skating Rink
563,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
564,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
565,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Harbour Square Park,43.63925269130776,-79.37839547902978,Park
566,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,e11even,43.64242558687748,-79.38144094115985,New American Restaurant
567,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Sharetea,43.640175967763966,-79.37960567018246,Bubble Tea Shop
568,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Ontario Square,43.63937829745867,-79.38209598496967,Plaza
569,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Taverna Mercatto,43.64262514139939,-79.38325673989138,Italian Restaurant
570,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Aroma Espresso Bar,43.6423209103846,-79.38374932648954,Café
571,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Boxcar Social,43.63831906511549,-79.38246311921247,Café
572,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Miku,43.64137436,-79.37753063,Japanese Restaurant
573,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,RS - Real Sports,43.64255846521551,-79.37996506690979,Sports Bar
574,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Lick It Gelato,43.63925633222479,-79.38464951914256,Ice Cream Shop
575,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,The Power Plant,43.63827200397285,-79.38199390946676,Art Gallery
576,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,SOCO Kitchen+Bar,43.64280448399251,-79.38392149415381,Bistro
577,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,TELUS,43.64331243103257,-79.38099939294844,IT Services
578,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Pearl Harbourfront,43.63815654013541,-79.38068763743328,Chinese Restaurant
579,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Fleck Dance Theater,43.638300366812686,-79.3804699399247,Dance Studio
580,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Le Germain Hotel,43.64312502979691,-79.38091770864038,Hotel
581,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
582,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
583,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Delta Toronto Club Lounge,43.64308454373067,-79.38388489051405,Roof Deck
584,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Ripley's Aquarium of Canada,43.642104321965796,-79.38625159146146,Aquarium
585,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Mos Mos,43.64163954520267,-79.3775517786762,Coffee Shop
586,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
587,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,PawsWay,43.63859915782706,-79.38499178154079,Event Space
588,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Corks Beer & Wine Bar,43.64249338656422,-79.38154042927468,Bar
589,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Steam Whistle Brewing,43.641751628677554,-79.38708862583252,Brewery
590,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Ray Bay,43.642323,-79.38593,Aquarium
591,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Steam Whistle's Biergarten,43.64066595472727,-79.38585895302366,Restaurant
592,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Lavazza Espression,43.63953746292591,-79.38176322686563,Coffee Shop
593,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Sky Pod,43.64256148814412,-79.38703777833165,Scenic Lookout
594,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Joe Bird,43.6382035241723,-79.38035466343936,Fried Chicken Joint
595,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Rogers Centre,43.64175329733295,-79.38714957057036,Baseball Stadium
596,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
597,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
598,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,CN Tower,43.642535570189125,-79.38718187733883,Monument / Landmark
599,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Booster Juice,43.64322536,-79.3812383,Juice Bar
600,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Dangerous Lagoon,43.64233,-79.385925,Aquarium
601,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,The Rec Room,43.641109851662456,-79.38676279808568,Bar
602,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Toronto Railway Heritage Centre,43.64130010529897,-79.38588431405732,History Museum
603,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
604,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Labatt Breweries of Canada,43.63828189167837,-79.38037771487727,Brewery
605,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Amsterdam Brewhouse,43.63812210550607,-79.38480300808894,Brewery
606,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Pie Bar,43.63817355603517,-79.38054644461133,Pizza Place
607,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Subway,43.6397080530486,-79.38344130418051,Sandwich Place
608,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Kupfert & Kim,43.64117858582677,-79.37814448224783,Vegetarian / Vegan Restaurant
609,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Starbucks,43.64309,-79.383071,Coffee Shop
610,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Union Chicken,43.64491185903613,-79.38232534702786,Fried Chicken Joint
611,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Harbour 60 Toronto,43.64222021431867,-79.37794459004243,Steakhouse
612,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Gonoe Sushi Japanese Restaurant,43.63901430970685,-79.38591360078077,Sushi Restaurant
613,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Panago,43.64251764051932,-79.38359138522554,Pizza Place
614,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,360 Restaurant,43.642537317144566,-79.38704201569328,Wine Bar
615,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Amano Pasta,43.64491852117436,-79.38235777637108,Italian Restaurant
616,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Rainbow Reef,43.64226,-79.385994,Aquarium
617,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Hotel
618,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,McCafé,43.644490691919735,-79.38110912246584,Café
619,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Tim Hortons,43.6387246,-79.3863403,Coffee Shop
620,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Glass Floor,43.642643117348996,-79.38694780301735,Scenic Lookout
621,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Starbucks,43.644580752794965,-79.38167197782931,Coffee Shop
622,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Aroma Espresso Bar,43.64074017304165,-79.37847790115718,Coffee Shop
623,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Radisson Admiral Hotel Toronto-Harbourfront,43.6388472,-79.3855839,Hotel
624,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Starbucks,43.64265659071355,-79.3833577475679,Coffee Shop
625,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Toronto Railway Museum,43.64074506722835,-79.38598104134535,History Museum
626,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Kellys Landing,43.645081624120245,-79.38304962483915,Restaurant
627,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Harbourfront Wavedecks,43.6389104293985,-79.38485064893273,Scenic Lookout
628,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,World Café at Harbourfront Centre,43.63834730048568,-79.383045755058,Café
629,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Buster's Sea Cove,43.642636994917666,-79.38337001427526,Seafood Restaurant
630,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,The Chartroom Bar & Lounge,43.640485908474695,-79.37604353917551,Hotel Bar
631,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Dollarama,43.641765,-79.379589,Discount Store
632,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,The Danish Pastry House,43.64526188121351,-79.38084966956498,Bakery
633,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Chipotle Mexican Grill,43.64489,-79.38305,Mexican Restaurant
634,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Enwave Theatre,43.63863608843057,-79.38229942602973,Theater
635,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Sushi Shop,43.643485,-79.38096,Restaurant
636,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Canadian Waters,43.64210325443365,-79.3862534013201,Aquarium
637,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Starbucks,43.64510181136508,-79.38360972232998,Coffee Shop
638,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Piazza Manna,43.641460067165184,-79.37771914472566,Italian Restaurant
639,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Tim Hortons,43.63882773618699,-79.38037276268005,Coffee Shop
640,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Redpath Stage,43.63876358449261,-79.38331731184844,Music Venue
641,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Toronto Blue Jays Box Office,43.64241616569043,-79.38586232130253,Baseball Stadium
642,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Popeyes Louisiana Kitchen,43.639864,-79.381136,Fried Chicken Joint
643,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Indian Roti House,43.63906038875002,-79.38542224544638,Indian Restaurant
644,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Iron Rose Tea Gallery,43.6400591104487,-79.38315167425998,Tea Room
645,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Starbucks,43.640257,-79.381731,Coffee Shop
646,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Jays Shop Stadium Edition,43.64172087102789,-79.38712659895614,Sporting Goods Shop
647,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,WestJet Stage,43.63802210524934,-79.38353594515505,Music Venue
648,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Lucky Clover Sports Pub,43.641136939105614,-79.38335124348639,Sports Bar
649,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Winners,43.64206291678669,-79.37900143460836,Department Store
650,"HarbourfrontEast, Union Station, Toronto Islands",43.6408157,-79.38175229999999,SportChek,43.642814842317044,-79.38040776035005,Sporting Goods Shop
